Data,Descrição,Categoria,Valor,Centro de Custo
2025-06-05,Padaria Pão Quente,Alimentação,-15.60,Família
2025-06-05,Mensalidade escola,Educação,-650.00,Filho
2025-06-06,Aluguel Junho,Moradia,-1800.00,Família
2025-06-06,Padaria Pão Quente,Alimentação,-12.30,Família
2025-06-06,Feira livre,Mercado,-79.90,Família
2025-06-07,Conta de Luz,Energia,-210.00,Família
2025-06-07,Conta de Água,Água,-102.00,Família
2025-06-07,Padaria Pão Quente,Alimentação,-14.90,Família
2025-06-07,Cinema,Lazer,-84.00,Família
2025-06-08,Plano de Celular,Telefone,-120.00,Romeu
2025-06-08,Plano de Celular,Telefone,-120.00,Julieta
2025-06-08,Padaria Pão Quente,Alimentação,-11.60,Família
2025-06-08,Pizzaria,Alimentação,-95.00,Família
2025-06-09,Padaria Pão Quente,Alimentação,-13.70,Família
2025-06-09,Gasolina Posto Ipiranga,Carro,-92.00,Família
2025-06-09,Supermercado Dia,Mercado,-256.40,Família
2025-06-10,Padaria Pão Quente,Alimentação,-15.50,Família
2025-06-10,Lanche escolar,Alimentação,-8.00,Filho
2025-06-10,Farmácia - Antitérmico,Saúde,-28.90,Filho
2025-06-11,Padaria Pão Quente,Alimentação,-12.40,Família
2025-06-11,Lanche escolar,Alimentação,-8.00,Filho
2025-06-11,Spotify,Lazer,-21.90,Romeu
2025-06-12,Padaria Pão Quente,Alimentação,-14.20,Família
2025-06-12,Lanche escolar,Alimentação,-8.00,Filho
2025-06-12,Médico pediatra,Saúde,-250.00,Filho
2025-06-13,Padaria Pão Quente,Alimentação,-13.50,Família
2025-06-13,Feira livre,Mercado,-81.60,Família
2025-06-13,Sorveteria,Lazer,-48.00,Família
2025-06-14,Padaria Pão Quente,Alimentação,-15.90,Família
2025-06-14,Shopping - Passeio,Lazer,-165.00,Família
2025-06-15,Padaria Pão Quente,Alimentação,-11.70,Família
2025-06-15,Restaurante,Alimentação,-198.00,Família
2025-06-16,Padaria Pão Quente,Alimentação,-14.60,Família
2025-06-16,Gasolina Posto BR,Carro,-89.00,Família
2025-06-16,Supermercado Extra,Mercado,-223.70,Família
2025-06-17,Padaria Pão Quente,Alimentação,-12.80,Família
2025-06-17,Lanche escolar,Alimentação,-8.00,Filho
2025-06-17,Uber - Trabalho,Transporte,-20.00,Romeu
2025-06-18,Padaria Pão Quente,Alimentação,-13.90,Família
2025-06-18,Lanche escolar,Alimentação,-8.00,Filho
2025-06-18,Bob's,Alimentação,-56.90,Família
2025-06-19,Padaria Pão Quente,Alimentação,-15.30,Família
2025-06-19,Lanche escolar,Alimentação,-8.00,Filho
2025-06-19,Farmácia - Vitaminas,Saúde,-72.50,Família
2025-06-20,Padaria Pão Quente,Alimentação,-12.50,Família
2025-06-20,Feira livre,Mercado,-86.40,Família
2025-06-20,Brinquedo,Presentes,-95.00,Filho
2025-06-21,Padaria Pão Quente,Alimentação,-14.70,Família
2025-06-21,Passeio - Zoo,Lazer,-145.00,Família
2025-06-21,Lanche no passeio,Alimentação,-68.00,Família
2025-06-22,Padaria Pão Quente,Alimentação,-11.90,Família
2025-06-22,Almoço domingo,Alimentação,-176.00,Família
2025-06-23,Padaria Pão Quente,Alimentação,-13.60,Família
2025-06-23,Gasolina Posto Shell,Carro,-94.00,Família
2025-06-23,Supermercado Carrefour,Mercado,-298.50,Família
2025-06-24,Padaria Pão Quente,Alimentação,-15.40,Família
2025-06-24,Lanche escolar,Alimentação,-8.00,Filho
2025-06-24,Festa Junina escola - Contribuição,Educação,-50.00,Filho
2025-06-25,Padaria Pão Quente,Alimentação,-12.20,Família
2025-06-25,Lanche escolar,Alimentação,-8.00,Filho
2025-06-25,Veterinário - Consulta de rotina,Pet,-150.00,Cachorro
2025-06-26,Padaria Pão Quente,Alimentação,-14.80,Família
2025-06-26,Lanche escolar,Alimentação,-8.00,Filho
2025-06-26,Uber Eats,Alimentação,-79.50,Família
2025-06-27,Padaria Pão Quente,Alimentação,-13.20,Família
2025-06-27,Feira livre,Mercado,-77.80,Família
2025-06-27,Cinema,Lazer,-84.00,Família
2025-06-28,Padaria Pão Quente,Alimentação,-15.80,Família
2025-06-28,Ração para cachorro,Pet,-95.00,Cachorro
2025-06-28,Restaurante,Alimentação,-189.00,Família
2025-06-29,Padaria Pão Quente,Alimentação,-11.50,Família
2025-06-29,Parque de diversões,Lazer,-135.00,Família
2025-06-30,Padaria Pão Quente,Alimentação,-14.40,Família
2025-06-30,Gasolina Posto Ipiranga,Carro,-91.00,Família
2025-06-30,Supermercado Atacadão,Mercado,-267.90,Família
2025-07-01,Padaria Pão Quente,Alimentação,-12.90,Família
2025-07-01,Lanche escolar,Alimentação,-8.00,Filho
2025-07-01,Netflix,Lazer,-55.90,Família
2025-07-02,Padaria Pão Quente,Alimentação,-13.80,Família
2025-07-02,Lanche escolar,Alimentação,-8.00,Filho
2025-07-02,Farmácia - Remédios,Saúde,-52.80,Família
2025-07-03,Padaria Pão Quente,Alimentação,-15.60,Família
2025-07-03,Supermercado Dia,Mercado,-245.30,Família
2025-07-03,Feira livre,Mercado,-83.50,Família
2025-07-04,Padaria Pão Quente,Alimentação,-12.30,Família
2025-07-04,Pizzaria,Alimentação,-102.00,Família
2025-07-05,Salário,Receita,5000.00,Romeu
2025-07-05,Salário,Receita,4500.00,Julieta
2025-07-05,Padaria Pão Quente,Alimentação,-14.90,Família
2025-07-05,Mensalidade escola,Educação,-650.00,Filho
2025-07-06,Aluguel Julho,Moradia,-1800.00,Família
2025-07-06,Padaria Pão Quente,Alimentação,-11.60,Família
2025-07-06,Almoço final de semana,Alimentação,-167.00,Família
2025-07-07,Conta de Luz,Energia,-185.00,Família
2025-07-07,Conta de Água,Água,-90.00,Família
2025-07-07,Padaria Pão Quente,Alimentação,-13.70,Família
2025-07-07,Gasolina Posto BR,Carro,-93.00,Família
2025-07-08,Plano de Celular,Telefone,-120.00,Romeu
2025-07-08,Plano de Celular,Telefone,-120.00,Julieta
2025-07-08,Padaria Pão Quente,Alimentação,-15.50,Família
2025-07-08,Supermercado Extra,Mercado,-289.40,Família
2025-07-09,Padaria Pão Quente,Alimentação,-12.40,Família
2025-07-09,Lanche escolar,Alimentação,-8.00,Filho
2025-07-09,Spotify,Lazer,-21.90,Romeu
2025-07-10,Padaria Pão Quente,Alimentação,-14.20,Família
2025-07-10,Lanche escolar,Alimentação,-8.00,Filho
2025-07-10,Uber Eats,Alimentação,-74.50,Família
2025-07-11,Padaria Pão Quente,Alimentação,-13.50,Família
2025-07-11,Feira livre,Mercado,-79.60,Família
2025-07-11,Sorveteria,Lazer,-51.00,Família
2025-07-12,Padaria Pão Quente,Alimentação,-15.90,Família
2025-07-12,Cinema,Lazer,-84.00,Família
2025-07-12,Pipoca cinema,Lazer,-42.00,Família
2025-07-13,Padaria Pão Quente,Alimentação,-11.80,Família
2025-07-13,Restaurante,Alimentação,-205.00,Família
2025-07-14,Padaria Pão Quente,Alimentação,-14.60,Família
2025-07-14,Gasolina Posto Shell,Carro,-96.00,Família
2025-07-14,Supermercado Carrefour,Mercado,-267.80,Família
2025-07-15,Padaria Pão Quente,Alimentação,-12.70,Família
2025-07-15,Lanche escolar,Alimentação,-8.00,Filho
2025-07-15,Farmácia - Antialérgico,Saúde,-58.90,Família
2025-07-16,Padaria Pão Quente,Alimentação,-13.90,Família
2025-07-16,Lanche escolar,Alimentação,-8.00,Filho
2025-07-16,Bob's,Alimentação,-49.90,Família
2025-07-17,Padaria Pão Quente,Alimentação,-15.30,Família
2025-07-17,Lanche escolar,Alimentação,-8.00,Filho
2025-07-17,Dentista - Consulta,Saúde,-200.00,Filho
2025-07-18,Padaria Pão Quente,Alimentação,-12.50,Família
2025-07-18,Feira livre,Mercado,-84.30,Família
2025-07-18,Shopping - Roupas,Vestuário,-256.00,Família
2025-07-19,Padaria Pão Quente,Alimentação,-14.70,Família
2025-07-19,Parque aquático,Lazer,-215.00,Família
2025-07-19,Lanche no parque,Alimentação,-72.00,Família
2025-07-20,Padaria Pão Quente,Alimentação,-11.90,Família
2025-07-20,Churrascaria,Alimentação,-238.00,Família
2025-07-21,Padaria Pão Quente,Alimentação,-13.60,Família
2025-07-21,Gasolina Posto Ipiranga,Carro,-90.00,Família
2025-07-21,Supermercado Atacadão,Mercado,-318.50,Família
2025-07-22,Padaria Pão Quente,Alimentação,-15.40,Família
2025-07-22,Lanche escolar,Alimentação,-8.00,Filho
2025-07-22,Material didático extra,Educação,-125.00,Filho
2025-07-23,Padaria Pão Quente,Alimentação,-12.20,Família
2025-07-23,Lanche escolar,Alimentação,-8.00,Filho
2025-07-23,Uber - Centro,Transporte,-21.50,Julieta
2025-07-24,Padaria Pão Quente,Alimentação,-14.80,Família
2025-07-24,Lanche escolar,Alimentação,-8.00,Filho
2025-07-24,Pizzaria,Alimentação,-108.00,Família
2025-07-25,Padaria Pão Quente,Alimentação,-13.20,Família
2025-07-25,Feira livre,Mercado,-81.70,Família
2025-07-25,Seguro do Carro - Anual,Carro,-1200.00,Família
2025-07-26,Padaria Pão Quente,Alimentação,-15.80,Família
2025-07-26,Brinquedo,Presentes,-89.00,Filho
2025-07-26,Sorvete,Lazer,-43.00,Família
2025-07-27,Padaria Pão Quente,Alimentação,-11.50,Família
2025-07-27,Restaurante,Alimentação,-192.00,Família
2025-07-28,Padaria Pão Quente,Alimentação,-14.40,Família
2025-07-28,Gasolina Posto BR,Carro,-88.00,Família
2025-07-28,Ração para cachorro,Pet,-95.00,Cachorro
2025-07-29,Padaria Pão Quente,Alimentação,-12.90,Família
2025-07-29,Lanche escolar,Alimentação,-8.00,Filho
2025-07-29,Supermercado Dia,Mercado,-234.60,Família
2025-07-30,Padaria Pão Quente,Alimentação,-13.80,Família
2025-07-30,Lanche escolar,Alimentação,-8.00,Filho
2025-07-30,Netflix,Lazer,-55.90,Família
2025-07-31,Padaria Pão Quente,Alimentação,-15.60,Família
2025-07-31,Feira livre,Mercado,-87.90,Família
2025-07-31,Cinema,Lazer,-84.00,Família
2025-08-01,Padaria Pão Quente,Alimentação,-12.30,Família
2025-08-01,Uber Eats,Alimentação,-81.50,Família
2025-08-02,Padaria Pão Quente,Alimentação,-14.90,Família
2025-08-02,Almoço final de semana,Alimentação,-175.00,Família
2025-08-03,Padaria Pão Quente,Alimentação,-11.60,Família
2025-08-03,Parque de diversões,Lazer,-155.00,Família
2025-08-04,Padaria Pão Quente,Alimentação,-13.70,Família
2025-08-04,Gasolina Posto Shell,Carro,-95.00,Família
2025-08-04,Supermercado Extra,Mercado,-276.30,Família
2025-08-05,Salário,Receita,5000.00,Romeu
2025-08-05,Salário,Receita,4500.00,Julieta
2025-08-05,Padaria Pão Quente,Alimentação,-15.50,Família
2025-08-05,Lanche escolar,Alimentação,-8.00,Filho
2025-08-05,Mensalidade escola,Educação,-650.00,Filho
2025-08-06,Aluguel Agosto,Moradia,-1800.00,Família
2025-08-06,Padaria Pão Quente,Alimentação,-12.40,Família
2025-08-06,Lanche escolar,Alimentação,-8.00,Filho
2025-08-06,Spotify,Lazer,-21.90,Romeu
2025-08-07,Conta de Luz,Energia,-172.00,Família
2025-08-07,Conta de Água,Água,-87.00,Família
2025-08-07,Padaria Pão Quente,Alimentação,-14.20,Família
2025-08-07,Farmácia - Remédios,Saúde,-64.80,Família
2025-08-08,Plano de Celular,Telefone,-120.00,Romeu
2025-08-08,Plano de Celular,Telefone,-120.00,Julieta
2025-08-08,Padaria Pão Quente,Alimentação,-13.50,Família
2025-08-08,Feira livre,Mercado,-76.40,Família
2025-08-09,Padaria Pão Quente,Alimentação,-15.90,Família
2025-08-09,Shopping - Roupas,Vestuário,-298.00,Romeu
2025-08-09,Cinema,Lazer,-84.00,Família
2025-08-10,Padaria Pão Quente,Alimentação,-11.80,Família
2025-08-10,Restaurante,Alimentação,-212.00,Família
2025-08-11,Padaria Pão Quente,Alimentação,-14.60,Família
2025-08-11,Gasolina Posto Ipiranga,Carro,-87.00,Família
2025-08-11,Supermercado Carrefour,Mercado,-289.70,Família
2025-08-12,Padaria Pão Quente,Alimentação,-12.70,Família
2025-08-12,Lanche escolar,Alimentação,-8.00,Filho
2025-08-12,Bob's,Alimentação,-53.90,Família
2025-08-13,Padaria Pão Quente,Alimentação,-13.90,Família
2025-08-13,Lanche escolar,Alimentação,-8.00,Filho
2025-08-13,Uber - Trabalho,Transporte,-22.00,Romeu
2025-08-14,Padaria Pão Quente,Alimentação,-15.30,Família
2025-08-14,Lanche escolar,Alimentação,-8.00,Filho
2025-08-14,Farmácia - Vitamina,Saúde,-71.50,Família
2025-08-15,Padaria Pão Quente,Alimentação,-12.50,Família
2025-08-15,Feira livre,Mercado,-82.60,Família
2025-08-15,Sorveteria,Lazer,-46.00,Família
2025-08-16,Padaria Pão Quente,Alimentação,-14.70,Família
2025-08-16,Pizzaria,Alimentação,-98.00,Família
2025-08-17,Padaria Pão Quente,Alimentação,-11.90,Família
2025-08-17,Parque aquático,Lazer,-185.00,Família
2025-08-18,Padaria Pão Quente,Alimentação,-13.60,Família
2025-08-18,Gasolina Posto BR,Carro,-92.00,Família
2025-08-18,Supermercado Atacadão,Mercado,-298.50,Família
2025-08-19,Padaria Pão Quente,Alimentação,-15.40,Família
2025-08-19,Lanche escolar,Alimentação,-8.00,Filho
2025-08-19,Netflix,Lazer,-55.90,Família
2025-08-20,Padaria Pão Quente,Alimentação,-12.20,Família
2025-08-20,Lanche escolar,Alimentação,-8.00,Filho
2025-08-20,Decoração festa de aniversário,Lazer,-285.00,Filho
2025-08-21,Padaria Pão Quente,Alimentação,-14.80,Família
2025-08-21,Lanche escolar,Alimentação,-8.00,Filho
2025-08-21,Uber Eats,Alimentação,-77.50,Família
2025-08-22,Padaria Pão Quente,Alimentação,-13.20,Família
2025-08-22,Feira livre,Mercado,-79.80,Família
2025-08-22,Bolo e doces - Festa,Lazer,-320.00,Filho
2025-08-23,Padaria Pão Quente,Alimentação,-15.80,Família
2025-08-23,Buffet festa de aniversário,Lazer,-850.00,Filho
2025-08-23,Presente aniversário filho,Presentes,-380.00,Filho
2025-08-24,Padaria Pão Quente,Alimentação,-11.50,Família
2025-08-24,Almoço domingo,Alimentação,-198.00,Família
2025-08-25,Padaria Pão Quente,Alimentação,-14.40,Família
2025-08-25,Gasolina Posto Shell,Carro,-89.00,Família
2025-08-25,Supermercado Dia,Mercado,-245.90,Família
2025-08-26,Padaria Pão Quente,Alimentação,-12.90,Família
2025-08-26,Lanche escolar,Alimentação,-8.00,Filho
2025-08-26,Farmácia - Remédios,Saúde,-56.90,Família
2025-08-27,Padaria Pão Quente,Alimentação,-13.80,Família
2025-08-27,Lanche escolar,Alimentação,-8.00,Filho
2025-08-27,Dentista - Limpeza,Saúde,-200.00,Julieta
2025-08-28,Padaria Pão Quente,Alimentação,-15.60,Família
2025-08-28,Lanche escolar,Alimentação,-8.00,Filho
2025-08-28,Ração para cachorro,Pet,-95.00,Cachorro
2025-08-29,Padaria Pão Quente,Alimentação,-12.30,Família
2025-08-29,Feira livre,Mercado,-85.70,Família
2025-08-29,Cinema,Lazer,-84.00,Família
2025-08-30,Padaria Pão Quente,Alimentação,-14.90,Família
2025-08-30,Restaurante,Alimentação,-189.00,Família
2025-08-31,Padaria Pão Quente,Alimentação,-11.60,Família
2025-08-31,Sorvete,Lazer,-39.00,Família
2025-09-01,Padaria Pão Quente,Alimentação,-13.70,Família
2025-09-01,Gasolina Posto Ipiranga,Carro,-94.00,Família
2025-09-01,Supermercado Extra,Mercado,-267.80,Família
2025-09-02,Padaria Pão Quente,Alimentação,-15.50,Família
2025-09-02,Lanche escolar,Alimentação,-8.00,Filho
2025-09-02,Netflix,Lazer,-55.90,Família
2025-09-03,Padaria Pão Quente,Alimentação,-12.40,Família
2025-09-03,Lanche escolar,Alimentação,-8.00,Filho
2025-09-03,Uber Eats,Alimentação,-73.50,Família
2025-09-04,Padaria Pão Quente,Alimentação,-14.20,Família
2025-09-04,Lanche escolar,Alimentação,-8.00,Filho
2025-09-04,Farmácia - Antigripal,Saúde,-42.80,Família
2025-09-05,Salário,Receita,5000.00,Romeu
2025-09-05,Salário,Receita,4500.00,Julieta
2025-09-05,Padaria Pão Quente,Alimentação,-13.50,Família
2025-09-05,Feira livre,Mercado,-77.50,Família
2025-09-05,Mensalidade escola,Educação,-650.00,Filho
2025-09-06,Aluguel Setembro,Moradia,-1800.00,Família
2025-09-06,Padaria Pão Quente,Alimentação,-15.90,Família
2025-09-06,Pizzaria,Alimentação,-105.00,Família
2025-09-07,Conta de Luz,Energia,-168.00,Família
2025-09-07,Conta de Água,Água,-84.00,Família
2025-09-07,Padaria Pão Quente,Alimentação,-11.80,Família
2025-09-07,Feriado - Churrasco,Alimentação,-256.00,Família
2025-09-08,Plano de Celular,Telefone,-120.00,Romeu
2025-09-08,Plano de Celular,Telefone,-120.00,Julieta
2025-09-08,Padaria Pão Quente,Alimentação,-14.60,Família
2025-09-08,Gasolina Posto BR,Carro,-91.00,Família
2025-09-09,Padaria Pão Quente,Alimentação,-12.70,Família
2025-09-09,Lanche escolar,Alimentação,-8.00,Filho
2025-09-09,Spotify,Lazer,-21.90,Romeu
2025-09-10,Padaria Pão Quente,Alimentação,-13.90,Família
2025-09-10,Lanche escolar,Alimentação,-8.00,Filho
2025-09-10,Supermercado Carrefour,Mercado,-289.40,Família
2025-09-11,Padaria Pão Quente,Alimentação,-15.30,Família
2025-09-11,Lanche escolar,Alimentação,-8.00,Filho
2025-09-11,Bob's,Alimentação,-51.90,Família
2025-09-12,Padaria Pão Quente,Alimentação,-12.50,Família
2025-09-12,Feira livre,Mercado,-81.30,Família
2025-09-12,Sorveteria,Lazer,-44.00,Família
2025-09-13,Padaria Pão Quente,Alimentação,-14.70,Família
2025-09-13,Cinema,Lazer,-84.00,Família
2025-09-13,Pipoca cinema,Lazer,-38.00,Família
2025-09-14,Padaria Pão Quente,Alimentação,-11.90,Família
2025-09-14,Restaurante,Alimentação,-195.00,Família
2025-09-15,Padaria Pão Quente,Alimentação,-13.60,Família
2025-09-15,Gasolina Posto Shell,Carro,-93.00,Família
2025-09-15,Supermercado Atacadão,Mercado,-312.60,Família
2025-09-16,Padaria Pão Quente,Alimentação,-15.40,Família
2025-09-16,Lanche escolar,Alimentação,-8.00,Filho
2025-09-16,Farmácia - Vitaminas,Saúde,-68.50,Família
2025-09-17,Padaria Pão Quente,Alimentação,-12.20,Família
2025-09-17,Lanche escolar,Alimentação,-8.00,Filho
2025-09-17,Uber - Centro médico,Transporte,-23.50,Romeu
2025-09-18,Padaria Pão Quente,Alimentação,-14.80,Família
2025-09-18,Lanche escolar,Alimentação,-8.00,Filho
2025-09-18,Médico clínico,Saúde,-280.00,Romeu
2025-09-19,Padaria Pão Quente,Alimentação,-13.20,Família
2025-09-19,Feira livre,Mercado,-79.70,Família
2025-09-19,Exames médicos,Saúde,-420.00,Romeu
2025-09-20,Padaria Pão Quente,Alimentação,-15.80,Família
2025-09-20,Shopping - Passeio,Lazer,-145.00,Família
2025-09-21,Padaria Pão Quente,Alimentação,-11.50,Família
2025-09-21,Almoço domingo,Alimentação,-182.00,Família
2025-09-22,Padaria Pão Quente,Alimentação,-14.40,Família
2025-09-22,Gasolina Posto Ipiranga,Carro,-88.00,Família
2025-09-22,Supermercado Dia,Mercado,-256.80,Família
2025-09-23,Padaria Pão Quente,Alimentação,-12.90,Família
2025-09-23,Lanche escolar,Alimentação,-8.00,Filho
2025-09-23,Netflix,Lazer,-55.90,Família
2025-09-24,Padaria Pão Quente,Alimentação,-13.80,Família
2025-09-24,Lanche escolar,Alimentação,-8.00,Filho
2025-09-24,Uber Eats,Alimentação,-76.50,Família
2025-09-25,Padaria Pão Quente,Alimentação,-15.60,Família
2025-09-25,Lanche escolar,Alimentação,-8.00,Filho
2025-09-25,Roupa nova - Shopping,Vestuário,-320.00,Julieta
2025-09-26,Padaria Pão Quente,Alimentação,-12.30,Família
2025-09-26,Feira livre,Mercado,-84.90,Família
2025-09-26,Brinquedo,Presentes,-72.00,Filho
2025-09-27,Padaria Pão Quente,Alimentação,-14.90,Família
2025-09-27,Restaurante,Alimentação,-201.00,Família
2025-09-28,Padaria Pão Quente,Alimentação,-11.60,Família
2025-09-28,Parque de diversões,Lazer,-165.00,Família
2025-09-28,Ração para cachorro,Pet,-95.00,Cachorro
2025-09-29,Padaria Pão Quente,Alimentação,-13.70,Família
2025-09-29,Gasolina Posto BR,Carro,-95.00,Família
2025-09-29,Supermercado Extra,Mercado,-234.70,Família
2025-09-30,Padaria Pão Quente,Alimentação,-15.50,Família
2025-09-30,Sorvete,Lazer,-41.00,Família
2025-10-01,Padaria Pão Quente,Alimentação,-12.40,Família
2025-10-01,Lanche escolar,Alimentação,-8.00,Filho
2025-10-01,Farmácia - Remédios,Saúde,-54.90,Família
2025-10-02,Padaria Pão Quente,Alimentação,-14.20,Família
2025-10-02,Lanche escolar,Alimentação,-8.00,Filho
2025-10-02,Pizzaria,Alimentação,-96.00,Família
2025-10-03,Padaria Pão Quente,Alimentação,-13.50,Família
2025-10-03,Feira livre,Mercado,-78.60,Família
2025-10-03,Cinema,Lazer,-84.00,Família
2025-10-04,Padaria Pão Quente,Alimentação,-15.90,Família
2025-10-04,Almoço final de semana,Alimentação,-178.00,Família
2025-10-05,Salário,Receita,5000.00,Romeu
2025-10-05,Salário,Receita,4500.00,Julieta
2025-10-05,Padaria Pão Quente,Alimentação,-11.80,Família
2025-10-05,Mensalidade escola,Educação,-650.00,Filho
2025-10-06,Aluguel Outubro,Moradia,-1800.00,Família
2025-10-06,Padaria Pão Quente,Alimentação,-14.60,Família
2025-10-06,Gasolina Posto Shell,Carro,-90.00,Família
2025-10-06,Netflix,Lazer,-55.90,Família
2025-10-07,Conta de Luz,Energia,-192.00,Família
2025-10-07,Conta de Água,Água,-96.00,Família
2025-10-07,Padaria Pão Quente,Alimentação,-12.70,Família
2025-10-07,Lanche escolar,Alimentação,-8.00,Filho
2025-10-08,Plano de Celular,Telefone,-120.00,Romeu
2025-10-08,Plano de Celular,Telefone,-120.00,Julieta
2025-10-08,Padaria Pão Quente,Alimentação,-13.90,Família
2025-10-08,Supermercado Carrefour,Mercado,-298.50,Família
2025-10-09,Padaria Pão Quente,Alimentação,-15.30,Família
2025-10-09,Lanche escolar,Alimentação,-8.00,Filho
2025-10-09,Spotify,Lazer,-21.90,Romeu
2025-10-10,Padaria Pão Quente,Alimentação,-12.50,Família
2025-10-10,Lanche escolar,Alimentação,-8.00,Filho
2025-10-10,Uber Eats,Alimentação,-79.50,Família
2025-10-11,Padaria Pão Quente,Alimentação,-14.70,Família
2025-10-11,Feira livre,Mercado,-82.40,Família
2025-10-11,Sorveteria,Lazer,-47.00,Família
2025-10-12,Padaria Pão Quente,Alimentação,-11.90,Família
2025-10-12,Feriado - Restaurante,Alimentação,-218.00,Família
2025-10-13,Padaria Pão Quente,Alimentação,-13.60,Família
2025-10-13,Gasolina Posto Ipiranga,Carro,-94.00,Família
2025-10-13,Supermercado Atacadão,Mercado,-276.90,Família
2025-10-14,Padaria Pão Quente,Alimentação,-15.40,Família
2025-10-14,Lanche escolar,Alimentação,-8.00,Filho
2025-10-14,Bob's,Alimentação,-54.90,Família
2025-10-15,Padaria Pão Quente,Alimentação,-12.20,Família
2025-10-15,Lanche escolar,Alimentação,-8.00,Filho
2025-10-15,Presente Dia dos Professores,Presentes,-85.00,Filho
2025-10-16,Padaria Pão Quente,Alimentação,-14.80,Família
2025-10-16,Lanche escolar,Alimentação,-8.00,Filho
2025-10-16,Farmácia - Antitérmico,Saúde,-36.90,Família
2025-10-17,Padaria Pão Quente,Alimentação,-13.20,Família
2025-10-17,Feira livre,Mercado,-79.80,Família
2025-10-17,Cinema,Lazer,-84.00,Família
2025-10-18,Padaria Pão Quente,Alimentação,-15.80,Família
2025-10-18,Shopping - Roupas,Vestuário,-267.00,Família
2025-10-19,Padaria Pão Quente,Alimentação,-11.50,Família
2025-10-19,Restaurante,Alimentação,-196.00,Família
2025-10-20,Padaria Pão Quente,Alimentação,-14.40,Família
2025-10-20,Gasolina Posto BR,Carro,-89.00,Família
2025-10-20,Supermercado Dia,Mercado,-245.30,Família
2025-10-21,Padaria Pão Quente,Alimentação,-12.90,Família
2025-10-21,Lanche escolar,Alimentação,-8.00,Filho
2025-10-21,Netflix,Lazer,-55.90,Família
2025-10-22,Padaria Pão Quente,Alimentação,-13.80,Família
2025-10-22,Lanche escolar,Alimentação,-8.00,Filho
2025-10-22,Manutenção do carro - Troca de pneu,Carro,-380.00,Família
2025-10-23,Padaria Pão Quente,Alimentação,-15.60,Família
2025-10-23,Lanche escolar,Alimentação,-8.00,Filho
2025-10-23,Uber Eats,Alimentação,-74.50,Família
2025-10-24,Padaria Pão Quente,Alimentação,-12.30,Família
2025-10-24,Feira livre,Mercado,-85.60,Família
2025-10-24,Brinquedo,Presentes,-95.00,Filho
2025-10-25,Padaria Pão Quente,Alimentação,-14.90,Família
2025-10-25,Veterinário - Consulta,Pet,-190.00,Cachorro
2025-10-25,Pizzaria,Alimentação,-102.00,Família
2025-10-26,Padaria Pão Quente,Alimentação,-11.60,Família
2025-10-26,Parque aquático,Lazer,-205.00,Família
2025-10-27,Padaria Pão Quente,Alimentação,-13.70,Família
2025-10-27,Gasolina Posto Shell,Carro,-92.00,Família
2025-10-27,Supermercado Extra,Mercado,-267.80,Família
2025-10-28,Padaria Pão Quente,Alimentação,-15.50,Família
2025-10-28,Lanche escolar,Alimentação,-8.00,Filho
2025-10-28,Ração para cachorro,Pet,-95.00,Cachorro
2025-10-29,Padaria Pão Quente,Alimentação,-12.40,Família
2025-10-29,Lanche escolar,Alimentação,-8.00,Filho
2025-10-29,Farmácia - Vitaminas,Saúde,-73.50,Família
2025-10-30,Padaria Pão Quente,Alimentação,-14.20,Família
2025-10-30,Lanche escolar,Alimentação,-8.00,Filho
2025-10-30,Dentista - Consulta,Saúde,-200.00,Romeu
2025-10-31,Padaria Pão Quente,Alimentação,-13.50,Família
2025-10-31,Feira livre,Mercado,-81.70,Família
2025-10-31,Sorvete,Lazer,-42.00,Família
2025-11-01,Padaria Pão Quente,Alimentação,-15.90,Família
2025-11-01,Almoço final de semana,Alimentação,-185.00,Família
2025-11-02,Padaria Pão Quente,Alimentação,-11.80,Família
2025-11-02,Feriado - Cinema,Lazer,-84.00,Família
2025-11-03,Padaria Pão Quente,Alimentação,-14.60,Família
2025-11-03,Gasolina Posto Ipiranga,Carro,-91.00,Família
2025-11-03,Supermercado Carrefour,Mercado,-289.40,Família
2025-11-04,Padaria Pão Quente,Alimentação,-12.70,Família
2025-11-04,Lanche escolar,Alimentação,-8.00,Filho
2025-11-04,Netflix,Lazer,-55.90,Família
2025-11-05,Salário,Receita,5000.00,Romeu
2025-11-05,Salário,Receita,4500.00,Julieta
2025-11-05,Padaria Pão Quente,Alimentação,-13.90,Família
2025-11-05,Lanche escolar,Alimentação,-8.00,Filho
2025-11-05,Mensalidade escola,Educação,-650.00,Filho
2025-11-06,Aluguel Novembro,Moradia,-1800.00,Família
2025-11-06,Padaria Pão Quente,Alimentação,-15.30,Família
2025-11-06,Uber Eats,Alimentação,-81.50,Família
2025-11-07,Conta de Luz,Energia,-205.00,Família
2025-11-07,Conta de Água,Água,-105.00,Família
2025-11-07,Padaria Pão Quente,Alimentação,-12.50,Família
2025-11-07,Feira livre,Mercado,-76.90,Família
2025-11-08,Plano de Celular,Telefone,-120.00,Romeu
2025-11-08,Plano de Celular,Telefone,-120.00,Julieta
2025-11-08,Padaria Pão Quente,Alimentação,-14.70,Família
2025-11-08,Pizzaria,Alimentação,-108.00,Família
2025-11-09,Padaria Pão Quente,Alimentação,-11.90,Família
2025-11-09,Shopping - Passeio,Lazer,-155.00,Família
